Euro News|010123|Morning|Outside India|Noble and kind these were the words used by Pope Francis to describe his predecessor Pope Benedict XVI who died at the age of 95 on Saturday [Music] speaking at a New Year's Eve vigil in Saint Peter's Basilica Francis paid homage to the pope Emeritus for his work and his faith [Music] Francis said with emotion we remember a person so Noble so kind and we feel in our hearts so much gratitude gratitude to God for having given him to the church and to the world gratitude to him for all the good he has done and above all for his testimony of faith and prayer especially in these last years of his retired life throughout the day people here have been reacting to the news of the passing of the Pope emeritus I was approaching the square to pay my last respects says this woman even though I'm not a great believer but he was a great philosopher and a great Pope one man said he leaves the memory of a pope who for the first time dead to retire foreign remembrance Services were held in Benedict's native Germany church bells sounded and flags were raised including in his hometown of markdul to the southeast of the country which Benedict had called his spiritual Homeland at least one person has been killed and 20 injured in the latest barrage of Russian strikes on Ukraine's Capital according to kiev's Mayor Vitale Klitschko among the injured 14 have been taken to hospital and six were treated at the scene Ukraine's military commander said 12 missiles fired at Kiev were intercepted by air defenses meanwhile the war is grinding on in the East Ukrainian troops are battling hard in criminal while Russian forces are pounding backwards in the dinette's region where President Vladimir zielinski said was the scene of some of the war's fiercest fighting Vladimir Putin claimed that Russia would never give in to the West's attempts to use Ukraine as a tool to destroy his country in the Russian president's nine-minute New Year's message he accused the west of provoking Moscow and said Russia was fighting in Ukraine to get true Independence for its people foreign in her new year's message the head of the European Parliament Roberto met solar said 2022 had been a difficult year for Europe we were tasked to deal with the Tailwinds of the pandemic a perfect storm of climate change inflation spiking and energy supplies dwindling all this against the backdrop of War on our continent but if history and this year especially has shown us anything it is that the European Union comes out of crises stronger and more united and in 2023 we need to double down on protecting our values most importantly we will continue to stand with Ukraine for a peace with Liberty peace with dignity and peace with security and despite a fresh wave of missile strikes across the country ukrainians are reuniting to welcome in the New Year together a show of Hope For Peace in 2023 France the UK and Spain are among the latest countries to have announced restrictions on travelers from China one week before Beijing had planned to lift covert travel restrictions after almost three years International Health authorities are concerned in a tweet the head of the World Health Organization has asked Chinese authorities for transparency and regular data sharing for a proper risk assessment Chinese authorities met with who officials on Friday a spokesman said China will strengthen communication with relevant countries provide relevant service and guarantee for Chinese citizens outbound travel the virus has swept through the country as China has turned its back on its strict zero covered policy which has long kept down cases some experts estimate that there may be as many as 9 000 daily deaths now Nationwide foreign [Music] 
Euro News|010123|Midday|Outside India|just half an hour into 2023 Air Raid Sirens ring across Ukraine's Capital followed by the sound of explosions [Music] despite the attacks keep residents shouted New Year's greetings from their balconies in Russia Vladimir Putin delivered a New Year's address flanked by people in military uniform accused Putin of hiding behind his troops instead of leading them I want to wish all of us one thing Victory he said and that's the main thing let this year be the year of return the return of our people today on New Year's Eve one person died and dozens were injured in missile strikes across the country zelenski said ukrainians would not forgive Russia Pope Francis will preside over the funeral of his predecessor Benedict XVI on Thursday it's been announced on New Year's Eve Francis kept with tradition and visited the nativity scene in Saint Peter's Square despite Benedict's death earlier in the day Joseph radsinger as he was then known taught theology in the medieval Barbarian city of Regensburg and there the Catholic faithful have been remembering him [Music] he was really a great man in my eyes says this churchgoer I always had a lot of admirations for his knowledge and his aura foreign candlelit vigil has been held in the Bavarian town of alter Ting Benedict visited here many times as a pilgrim to pray to a famous statue of the Virgin Mary [Music] in her new year's message the head of the European Parliament Roberta metzola said 2022 had been a difficult year for Europe we were tasked to deal with the Tailwinds of the pandemic a perfect storm of climate change inflation spiking and energy supplies dwindling all this against the backdrop of War on our continent but if history and this year especially has shown us anything it is that the European Union comes out of crises stronger and more united and in 2023 we need to double down on protecting our values most importantly we will continue to stand with Ukraine for a peace with Liberty peace with dignity and peace with security and despite a fresh wave of missile strikes across the country ukrainians are reuniting to welcome in the New Year together a show of Hope For Peace in 2023 2023 has been brought in with celebrations in cities around the world ticker tape showered down in New York's Times Square while the Berlin night sky was illuminated by a spectacular firework display in Madrid it was to the Puerto Del Sol square that revelers went to eat 12 grapes the traditional Spanish way of seeing in the new year foreign London there was a spectacular display Over the River Thames for many cities it was the first time since the outbreak of the kobit pandemic that celebrations were not constrained by Health restrictions a sign of Hope for participants that the new year will Herald brighter things to come [Music] 
Euro News|010123|Evening|Outside India|[Music] and 10 years after joining the European Union Croatia switches to the euro and enters the Schengen Zone Pope Francis visits the Saint Peter's Square nativity scene as preparations get underway for Benedict xvi's funeral on Thursday the president of the European commission meets with Slovenia and Croatia's leaders on this historic day the trio is celebrating Croatia's entry into the Schengen Zone and its introduction of the Euro at the stroke of midnight the boom gates at the border posts swung up as the country joined Europe's passport-free area the next generation of Creations will grow up in Schengen people will be able to travel freely business will be unhindered by checks seamless travel will bring tangible results for people living along the border working across the border or having family on both sides of the Border Croatia is the first country to join the Schengen Zone in 11 years but it could also mean a heightening of security along its borders with non-eu Nations such as Bosnia and Serbia the border between Slovenia and Croatia is 670 kilometers long the Press Conference was held to its busiest point about 10 kilometers from Zagreb in 2019 the last year before the pandemic 29 million people were registered at the border crossings between the two countries Pope Francis will preside over the funeral of his predecessor Benedict XVI on Thursday it's been announced on New Year's Eve Francis kept with tradition and visited the nativity scene in Saint Peter's Square despite Benedict's death earlier in the day Joseph radsinger as he was then known taught theology in the medieval Barbarian city of Regensburg and there the Catholic faithful have been remembering him [Music] he was really a great man in my eyes says this churchgoer I always had a lot of admiration for his knowledge and his aura foreign candlelit vigil has been held in the Bavarian town of alter Ting Benedict visited here many times as a pilgrim to pray to a famous statue of the Virgin Mary [Music] cues are already forming some have even been camping out for days now people have been pouring into Brazil's capital to see Louise and Sarah Lula de Silva inaugurated as president for a third term this man cycled more than 1 300 kilometers celebrating Victory he says not only Lula's but the victory of the Brazilian people who are already saturated with the inhumane neglect and the negative attitude of a government unprepared for humanistic and environmental correction presented his government this week his new Administration has promised to crack down on a legal deforestation the ceremony later will be snumped by outgoing leader Jaya bolsonaro he appeared emotional in a farewell message to supporters on Friday and has left for the U.S North Korean leader Kim Jong-un has begun the New Year by ordering an exponential expansion of his country's nuclear Arsenal State media have reported Kim's call came as he appeared at a ceremony to congratulate Factory workers on their rocket production on Sunday North Korea fired a short-range ballistic missile into the Sea of Japan South Korea's military said [Music] 
Euro News|020123|Morning|Outside India|[Music] Brazil's president Louisiana Silva promises to end an era of Devastation in a first day in office filled with symbolism ex Pope Benedict xvi's body will be moved to Saint Peter's Basilica from his Monastery and will lie in state for three days ahead of his funeral on Thursday ukrainians face a grim star to 2023 following more Russian missile and drone attacks however a U.S Think Tank says Russian ammunition stocks are running low fighting back tears and breaking with some of the Traditions Louisiana Lula de Silva has been sworn in as Brazil's president for the third time on Sunday in a busy day with a number of official duties Luna and his team made sure the first day in office was filled with symbolism [Music] first stop was the parliament where he spoke in front of lawmakers and representatives from other countries guarded in the capital there Luna declared what he called the end of the worst periods in Brazilian history democracy was the great victory in this election overcoming the greatest mobilization of public and private resources ever seen by the opposition the most violent threats to the freedom of the people the most abject campaign of lies and hatred try to plot to manipulate and embarrass the Brazilian electorate never before have state resources been so distorted in favor of an authoritarian project of power Lula also spoke of ending Devastation and said those guilty of crimes against the nation will eventually be punished without mentioning his predecessor's name directly the energized left-wing president took the opportunity to showcase a new phase of reconciliation environmental preservation and social justice on his return to power [Applause] thousands of people are expected to pay their respects to former Pope Benedict XVI as a period of lying in state begins ahead of his funeral on Thursday Benedict's body was displayed on Sunday in a Chapel of the Vatican Monastery where he'd lived but from today will be on view in Saint Peter's Basilica for those who wish to pay tribute to him in person Catholics in Paris have given their opinion of the Pope who broke with tradition and stood down due to poor health more than a decade ago Benedict had a mixed reputation he was regarded as an unrivaled Theologian but attracted critics for his failures to recognize and act on the scale of sexual abuse within the global Roman Catholic Church he was nothing like John Paul II this Rector says but succeeding John Paul II what can you do he did so humbly like a man serving God's Vineyard he did it with what he had his talents notably his theology I was always impressed this might make you laugh you always felt smarter when you were listening to him he could make you understand the mystery of Faith with simple words I thought he was too old-fashioned and not the right direction for the Catholic church but it's sad he was the leader so Benedict's funeral will be held in Saint Peter's square and will be a simple solemn and sober ceremony in keeping with his wishes the Ukrainian Capital cave came on to renewed chilling on Sunday night according to the city's mayor there were reports of explosions in the center but no indication of any casualties it follows an earlier wave of Russian strikes on New Year's Day when air raid sirens wailed across the country just after midnight putting an end to New Year's celebrations however muted Ukrainian President Vladimir zadenski said on Sunday night that his country's forces had downed 45 iranian-built drones launched by Russia on the first day of 2023 showing that Ukraine's air defenses were working Russia's defense Ministry said it had targeted a military-industrial complex involved in the production of drones U.S think tanked The Institute for the study of War says Russian forces will struggled to keep Pace on the front line as ammunition stocks are running low it claims resources could dry off as early as March as covid-19 cases surge in China European nations are tightening their security from Sunday Travelers arriving in France from China have been required to wear a surgical mask and have agreed to undergo random PCR tests on arrival France is Minister of health and prevention says this allows them to better monitor the disease he told reporters that this control on arrival is not a control intended to prevent citizens from entering the territory but is a more scientific control that allows us to follow the different variants in a precise way these are essentially Omicron variants that are currently in China amid mounting concern at the situation in China Francois Braun says he wants other European countries to introduce similar practices he said France is having a discussion at the European level this week to harmonize this model of care the Spanish and Italians have already taken these measures he said as of the Americans France will push this methodology to be adopted by All European Union countries from Thursday passengers from China will also have to present a negative PCR or antigen test from the last 48 hours since beijing's zero covered policy was lifted hospitals have been overwhelmed with mostly elderly and vulnerable patients who have received little or no vaccination the 1st of January 2023 marked the start of a new era for Croatia with its accession to the Schengen area confirmed border controls were abolished and the kuna was replaced by the Euro as the country's National currency the president of the European commission Ursula vandelion visited zargreb to Mark the occasion a small crowd gathered in the city's main Square to watch Fonda lion having a coffee with Croatian Prime Minister Andre plankovic and then paying in euros residents here seem happy about the change with many looking forward to hassle-free travel in and out of neighboring countries this is very good for for all creation people for all Europe yes of course because we wait always one two hours on the on the border to cross the border and now it's it's perfect yes we like this it's very good and it's good news for visitors too the changing currency means it's one less thing to worry about for most European tourists I'm from the Netherlands so every time I come here I had to exchange from Euros to kunas and now I don't have to do that so it's very nice and I think that since Croatia is already part of the European Union it just makes everything a lot easier on Sunday Wonder lion plankovic and Slovenian president Natasha Pierce Musa held a joint press conference at the key border crossing between Croatia and Slovenia the next generation of croatians will grow up in Schengen people will be able to travel freely business will be unhindered by checks seamless travel will bring tangible results for people living along the border working across the border or having family on both sides of the Border Croatia is the first country to join the Schengen Zone in 11 years but it could also mean a heightening of security along its borders with non-eu Nations like Bosnia and Serbia the border between Slovenia and Croatia is 670 kilometers long and the Press Conference was held at its busiest point about 10 kilometers from zagrebs in 2019 the last year before the pandemic 29 million people were registered at the border crossings between the two countries foreign these yoga enthusiasts are honing their skills while practicing alongside downward facing dogs puppy yoga is more or less exactly what it sounds like a class with the added benefits of cute puppies roaming around to cuddle and play with the practice gaining momentum in England it's hard to focus because obviously they're adorable so you can't not look at them but also the little nibbles that they give you or maybe they're climbing on you is sometimes a bit of a practice but it's a beautiful practice that be self-aware more than anything all puppies are fully vaccinated and at a stage in their development where socializing is important [Music] instructors say the class is all about doing what feels good for you so if a pup decides to take a nap on you and you can't move that's okay too [Music] the reason why the last time we came I do like yoga though it's nice to have a nice stretch um but I just don't do it I don't do it normally but Christmas poppies that's the incentive yeah they're just so cute yeah and I just feel really energized now classes last one hour but the last 15 minutes is dedicated to cuddles play and of course photographs with the puppies [Music] 
Euro News|020123|Midday|Outside India|[Music] former Pope Benedict's 16th's body is lying in state at St Peter's Basilica in Rome where thousands are expected to pay their last respects Brazil's president Louisiana Silva promises to end an era of Devastation in a first day in office filled with symbolism thousands of people are expected to pay their respects to former Pope Benedict XVI as a period of lying in state begins ahead of his funeral on Thursday Benedict's body was displayed on Sunday in a Chapel of the Vatican Monastery where he'd lived but from today will be on view in Saint Peter's Basilica for those who wish to pay tribute to him in person Catholics in Paris have given their opinion of the Pope who broke with tradition and stood down due to poor health more than a decade ago September Benedict had a mixed reputation he was regarded as an unrivaled Theologian but attracted critics for his failures to recognize and act on the scale of sexual abuse within the global Roman Catholic Church he was nothing like John Paul II this Rector says but succeeding John Paul II what can you do he did so humbly like a man serving God's Vineyard he did it with what he had his talents notably his theology I was always impressed this might make you laugh you always felt smarter when you were listening to him he could make you understand the mystery of Faith with simple words I thought he was too old-fashioned and not the right direction for the Catholic Church but it's sad he was the leader so Benedict's funeral will be held in Saint Peter's square and will be a simple solemn and sober ceremony in keeping with his wishes passing on the presidential sash is officially the duty of the incumbent in Brazil but on Sunday in the Brazilian Capital it was Amy salza a rubbish picker who did the honors with former Brazilian far-right leader jair bolsonaro snubbing the inauguration ceremony of his successor who is Silva's team had to break with Perdition and the new president took the opportunity to send an important message about what's to come is foreign discontinuing most of the former administration's Flagship policies is only part of Lula's mission in this which is his third term as president of Brazil a remarkable comeback for the veteran leftists who spent 580 days in jail before his conviction was annulled and he returned to the political Fray last year in his inauguration speech he vowed to improve life for poor Brazilians work toward racial and gender equality and Achieve zero deforestation in the Amazon rainforest where destruction had surged in recent years the challenges ahead for Lula are enormous not only will the Brazilian president have to rebuild a shattered economy he will also have to convince about half of the electorate who didn't vote for him and who think he should be in prison and not at the presidential Palace that he can be their leader too annalize Borges in Florianopolis Southern Brazil for Euro News the Ukrainian Capital Kiev came on to renewed shelling on Sunday night according to the city's mayor there were reports of explosions in the center but no indication of any casualties it follows an earlier wave of Russian strikes on New Year's Day when air raid sirens wailed across the country just after midnight putting an end to New Year's celebrations however muted foreign ski said on Sunday night that his country's forces had downed 45 iranian-built drones launched by Russia on the first day of 2023 showing that Ukraine's air defenses were working Russia's defense Ministries said it had targeted a military-industrial complex involved in the production of drones U.S thing tanked The Institute for the study of War says Russian forces will struggled to keep Pace on the front line as ammunition stocks are running low it claims resources could dry up as early as March another Syrian authorities reported that Israel has fired missiles on Damascus Airport which killed two soldiers and wounded two others Israel has been targeting airports and ports in Syria in an effort to prevent armed shipments from Iran to reach tehran-backed groups so far Israeli authorities have not commented on the incident Australia and Canada have become the latest countries requiring a negative covet test from people arriving from China over the weekend France and Spain began checking arrivals from the country which is seeing a surge of new infections now Australia says new measures are needed to track or variants what we know across Europe and North America are much of the world for that matter is that there are new variants emerging reasonably regularly but they're essentially sub-variants of the Omicron Family which tragically Australians have been very familiar with for the last 12 months it really is the key driver of waves around the world and frankly it appears to be the key driver of the wave that's underway in China right now around the world 12 countries have announced anti-covered measures on chinese-based Travelers since cases exploded there that followed beijing's sudden reversal of a zero covert policy based on localized lockdowns internal travel within China has also been impacted the gambling Hub of Macau is normally very busy this time of year but so far numbers of visitors are significantly lower as covid-19 cases surge in China European nations are tightening their security from Sunday Travelers arriving in France from China have been required to wear a surgical mask and have agreed to undergo random PCR tests on arrival France is Minister of health and prevention says this allows them to better monitor the disease he told reporters that this control on arrival is not a control intended to prevent citizens from entering the territory but is a more scientific control that allows us to follow the different variants in a precise way these are essentially Omicron variants that are currently in China amid mounting concern at the situation in China Francois Braun says he wants other European countries to introduce similar practices he said Francis having a discussion at the European level this week to harmonize this model of care the Spanish and Italians have already taken these measures he said as of the Americans France will push this methodology to be adopted by All European Union countries from Thursday passengers from China will also have to present a negative PCR or antigen test from the last 48 hours since beijing's zero covered policy was lifted hospitals have been overwhelmed with mostly elderly and vulnerable patients who have received little or no vaccination almost 46 000 migrants cross the English Channel in 2022 overtaking the previous year's record by 60 percent official figures say the number illegally making the Crossing in small boats has increased 150 fold over the last four years one of the most concerning Trends is that Smugglers are packing more and more people aboard larger and larger dinghies sometimes with deadly consequences in 2020 an average of 13 people were aboard each dinghy last year that number Rose as high as 45 people provoked [Music] Venezuela and Colombia have reopened the last stretch of their shared border that had remained closed for years in a diplomatic dispute it was partially closed seven years ago and completely blocked in 2019 when Venezuela's leader Nicolas Maduro broke off diplomatic ties after Colombia questioned his 2018 re-election saying it was rigged both emissions hope to restart cross-border trade which stood at 6.7 billion euros in 2008 but has collapsed since then foreign has taken over the rotating presidency of the Council of the European Union continuing where the Czech government has left off in his speech the Swedish prime minister outlined the main issues some of which include Russia's war against Ukraine and its effect on security and energy supplies for all of Europe other issues such as climate change and migration are likely to be put on the back burner as Sweden's government is Now supported by the country's far right for the first time the Brazilian city of Santos is preparing to mourn football legend King bayley thousands of his fans are expected to gather at the local stadium before his remains will arrive to the final resting place of the city's necropol Memorial born in 1940 as Don nasimiento Pele was undisputedly one of the world's greatest sports Superstars and the only football player in history to win three World Cups in 1958 1962 and 1970. foreign [Music] 
Euro News|020123|Evening|Outside India|the UN says Israel's deadly strikes on the jabalia refugee camp in Gaza could constitute a war crime a new report shows a global decline of democracy as authoritarian Tendencies surg throughout the [Music] world Israel's Air Raids on the jabalia refugee camp in Northern Gaza May constitute a war crime that's the assessment of the UN High Commissioner for human rights who says they appear disproportionate Hamas says 195 people were killed in two strikes on the camp Israel says it killed a second senior Hamas commander in the Gaza Strip meanwhile the opening of the Rafa border crossing has allowed at least 76 injured Palestinians to travel to Egypt for treatment hundreds of people with foreign passports are fleeing the besieged territory through the same Crossing gaza's borders have been closed since Hamas attacked Israel on October the 7th for those not able to leave the situation has become dire the UN says Israel's military operation targeting Hamas militants has displaced more than 1.4 million people supplies of food drinking water and electricity are running out I was shock by the fact that everyone there was asking for food was asking for water we I saw almost every children trying to express their way that they need to eat they need to have water um I never ever have seen something similar in Gaza when I came before after conflict Israel says at least 16 soldiers have been killed in its ground offensive in Northern Gaza this week more than 330 have died since the start of the war with Hamas Israeli Prime Minister Benjamin Netanyahu has warned of a long and difficult fight Ukraine says it feels optimistic about the opening of EU accession talks this year speaking at a ministerial conference in Berlin on Thursday foreign minister dimitro kouba highlighted the efforts K has made to fulfill its obligations even in the face of the Russian invasion our main position that I brought from Kiev is that EU reform should not take enlargement process as a hostage and uh we have to find the right balance between the process of reforming the European Union and continuing with enlargement the European Union is in the midst of a broad renewal process and there is an ongoing debate on whether the block should complete its reforms before accepting new members or whether to expand first and then work on change together Representatives will meet mid December in Brussels to discuss enlargement as well as membership bids from Ukraine and mova after passing in the lowerhouse state Duma a week ago on Thursday Russian President Vladimir Putin signed off on a bill that shifts moscow's legal stance on nuclear testing Putin says the move to abandon the landmark agreement outling nuclear weapons tests brings Moscow into line with Washington the 1996 treaty Outlaws all nuclear explosions including live tests of nuclear weapons but was never effective because several key countries failed to ratify it it comes after the US Air Force blew up a nuclear capable missile over the Pacific Ocean on Wednesday democracy is in Decline throughout the world that's the assessment of The International Institute for democracy and electoral assistance otherwise known as idea which shows a global surge in authoritarian Tendencies the report released Thursday called the global state of democracy 2023 says that every region in the world has seen a democratic decline God bless you Iowa this is the sixth consecutive year of declines uh in our data set the longest such period we've seen since we started collecting data the study based on 173 countries uses 17 different metrics to determine rankings including civil liberties judicial Independence and the rule of law Europe comes out on top as the world's highest performing region but the situation varies throughout the continent it's important to remember that Europe Remains the highest performing region in the world it continues to lead it dominates the top of the rankings uh which we have released this year of course in certain countries including High performing countries there have been really important declines these countries remain high perform reforming but it's important to stem those declines now before they become more serious so we've seen things like restrictions on freedom of expression freedom of the press and rule of law across Europe and in those countries specifically The Usual Suspects Hungary and Poland are the European Union's lowest ranking member states but Romania makes its way in there to as the third worst unsurprisingly Nordic countries are the Block's best Democratic performers Denmark is top both in Europe and across the world with Finland and Sweden coming in third and fourth as Germany squeezes into second place Austria and Portugal are two of the countries that get special mentions due to their steep declines when it comes to the rule of law but it's not all bad news for Europe we have identified Central Europe some countries in Central Europe as sort of the new epicenter of democratic growth in the region we've seen really significant growth in countries like m MOA Armenia Slovenia um and the the advances have been quite dramatic in some cases the report also points to recent elections in Poland for example which could see the possible new government rowback various measures that contributed to the country's Democratic decline but overall it says that democracies should not be taken for granted and need constant attention if they're to remain strong [Music] over the past two years uniformed Greek officers or unknown mask individuals have been illegally deporting migrants from two Greek Islands to Turkey that's according to the charity Doctors Without Borders or msf in the new report published on Thursday the NGO documented allegations of boat stopped at Sea and towed back to Turkish Waters the organization interviewed 56 people who claimed to have experienced these so-called push backs nine of whom said they had fallen victim to the practice between 8 and 14 times the report also claimed that some people who had reached Lesbos and S were rounded up before they could claim Asylum mistreated and then dumped offshore on inflatable life rafts some msf staff reported seeing people screaming and crying after being beaten Athens has strongly denied the allegations arguing that its Coast Guard has saved hundreds of thousands of migrants a French truck driver has been killed after his vehicle hit a tree in the EA region it's the first reported death of storm Kieran lashes countries around Western Europe Winds of up to 180 km per hour slammed France's Atlantic Coast overnight causing power outages to 1.2 million households later Thursday morning all red alerts for strong winds were lifted the storm is also causing heavy rain in the southeast of England the UK's National met offices warning of possible flooding and urging people to take precautions hundreds of schools remain closed in several coastal areas a volcano in Far East Russia's kamaka region is speing large amounts of Ash and lava destroying roadways and forcing surrounding schools to close the kesaya volcano is one of the world's most active volcanoes and began erupting at the end of June experts at the time said it did not pose a threat but on Wednesday the volcano started releasing an ash column of around 14 km into the atmosphere prompton authorities to issu an aviation red code alert Pakistan's government has begun a nationwide Crackdown on Afghan refugees who it says are living illegally in the country the government gave them them until November the 1st to leave voluntarily those who stay are at risk of being detained in one of the new holding centers Pakistan has been home to more than 4 million Afghan refugees and migrants who' fled various conflicts over the past 40 years 200,000 have made their way back to Afghanistan in the past 2 months the bank of England has opted to keep interest rates at their current level following similar moves from the ECB and the US Federal Reserve the key interest rate stands at 5.25% its highest in 15 years the decision to hold ends a sequence of 14 months of hikes despite easing inflation the rate of price Rises remains higher in the UK than other leading Western economies and with a possible imminent surge in oil prices the bank of England Governor said it was too soon to reduce interest rates the eldest son of former US president Donald Trump has faced a New York Court to give evidence in a trial involving his father and the family business Donald Trump Jr is Accused in a civil for lawsuit of knowingly participating in a scheme to inflate his father's net worth to obtain Financial benefits he told the court he was never involved in preparing his father's financial statements even when he was in office Trump's two elders sons have denied falsifying business records and committing insurance fraud the British mint has begun producing new coins featuring the head of King Charles III the Monarch personally approved the nature related images on the reverse side of the coins the 2 coin Bears the Latin inscription at the service of all words taken from the king's inaugurations speech last year the 50 P coin is due to go into circulation later this month the others will be released next year for the first time since its Discovery in 1975 a secret room with drawings by Michelangelo has opened to the public the tiny space which is accessible VI the new sacy in the Museum of the medic chapels in Florence contains numerous charcoal drawings it is considered to be one of the most important examples of 16th century War Graphics given the narrowness of The Stairway to access the room visitors will be limited to four at a time and only by prior reservation 
Euro News|030123|Morning|Outside India|Kiev says 400 invading troops were killed in a Ukrainian New Year's Day strike on russian-controlled macivka whom Moscow says just 63 soldiers were killed [Music] thousands of people have been queuing to pay their respects to the former Pope Benedict XVI who died on New Year's Eve aged 95. thousands of people in Brazil appeared their last respect to the king of football ahead of his funeral on Tuesday unseasonably warm temperatures in many parts of Europe are causing widespread snow shortages wreaking havoc for ski resort operators and winter sports enthusiasts this is alleged footage from the scene of a Ukrainian New Year's Day attack on a complex in the russia-controlled city of mcivka it's where Russia troops have been temporarily billeted Ukraine claims up to 400 Russian soldiers were killed at the incident Moscow acknowledges losses but far fewer as a result of a strike by four missiles with a highly explosive Warhead on a temporary deployment Point 63 Russian servicemen were killed said Igor koroshenkov or the necessary assistance add support will be provided to the relatives and loved ones of the deceased servicemen either way the strike will be one of the deadliest known incidents involving Russia cut scripts so far I will do little for morale in Moscow the past few days have seen several Ukrainian strikes and Russia Patrol to desk it causes Moscow sent missiles raiding down our targets across Ukraine in his nightly addressed ukrainian's President Vladimir zadetsky has warned Russia may be planning a new sustained missile attack we have information that Russia is planning a prolonged attack with Shahid said zelenski its bet may be on exhaustion on exhaustion of our people our air defense our energy sector foreign heating outages after Monday nights Russian strikes on energy infrastructure it's been almost two years since the British flag was lowered from the European institutions and that was supposed to be that but now there are reports in the British media that the infamous referendum may not be as final as the government of the day made out a poll commissioned by the independent found 65 percent of britons want a repeat of the 2016 vote on brexit just one year ago that number was 55. the UK is being battered by economic and government crises and still seems unable to control its borders 56 percent of britons are convinced that leaving the EU hurt the economy 12 months ago that number was 44. the brexit benefits promoted so passionately by its most prominent Advocates haven't materialized or at least not yet and the country's Global influence has worsened significantly now the poll finds a majority of those questions would like to see a return to the European family 54 as opposed to 46 previously but there is a snag only 22 percent of the same sample group it would be possible to call a new referendum within five years thousands of people have been paying their respects to the late Pope Benedict XVI who's remained allying in state at Saint Peter's Basilica in the Vatican the 95 year old died on New Year's Eve mourner started queuing hours before his body was transferred from the nearby Monastery where he passed away Benedict Was A controversial leader for some but was revered as a store water traditional catholic values by others he was both a great and humble person everybody could understand him but I would say that it was this his he was not afraid to face the questions of today he was he was very open in that regard less for me he was an innovator mainly because he was the keeper of what's the fate of the church has been for 2 000 years Benedict led the Catholic church for eight years before stepping down due to ill health in 2013 his body will lie in state for three days the online reactions to the death of Pope Benedict XVI have been rather mixed that's largely due to the perception that he could have taken more action against sexual abuse claims that have rocked the church before and during his papal tenure take a look at this for example it's a statement put out by snap a survivor's Network for people who faced abuse in the church in it they directly accused the former pope of being an abuse enabler saying that Benedict was more concerned about the church's deteriorating image and financial flow than making true amends to victims of abuse and it's not just alleged claims of impropriety while he was Pope in this report commissioned by the church in Munich put out in 2022 Cardinal Joseph ratzinger as the then former Pope was known was directly implicated in sexual abuse claims for priests that he was responsible for now he's always denied any wrongdoing personally however it's the scale or some of these allegations that have made people angry online the same report notes how at least 497 victims were involved more than half of whom were between the ages of just 6 to 14. now on the other hand some online has sought to defend the former Pope with starting the process of kicking out or defrocking abusive priests from the church however for many victims groups firing certain abusive priests is never going to be enough to atone for some of the serious crimes that they committed for these people Benedict's death is not a moment to remember his life but it's another painful reminder of tragic events thousands of people queued to enter the ground of Payless former Club Santos in order to pay their respect to the world famous player the Brazilian icon died last week aged 82. Monday marks the end of three days of State morning for the football hero later on Tuesday there will be a procession through the streets of Santos to a private family burial ordinary Brazilians waited in file for hours to be able to say the last goodbye with them name our Santos senior the father of another Global football star Neymar who kissed pearles forehead today is very emotional very sad to lose the king but happy for what he's done for our city for Brazil and for the world he represented everyone United everyone United clubs that's what was great about him that's what we're missing today The Kills went on long into the night funds had 24 hours to pay their last respect to the king of football as he was known Pele was the only player in history was able to win three World Cups in his lifetime much of the Alps are looking decidedly short of snow for this time of year unseasonably warm winter weather in Europe Central mountains is causing headaches for ski resort operators in Switzerland what there is of the white stuff is said to be of the wrong kind look the snow is really wet this mountain Railways director says it's no longer constant it's like in Spring the snow actually has to bind and that doesn't work with a lot of water wide stretches of parched grass are a sharp contrast to the recent frigid weather and blizzards in parts of the U.S on a SWAT stretching from France to Romania many parts of Europe are enjoying warm sunny weather it's upset the plans of many tourists who had been dreaming of snow during this holiday season but instead have temperatures reminiscent of May but skiers and skaters never fear forecasters say cold weather is on its way there is a glimmer of hope for French Cinema in 2022 audience numbers were up more than three quarters of their pre-covert attendances according to figures from the French national Cinema Center both the recovery remains fragile and partly linked to the release of the second part of the Avatar Saga Cinema themselves have had to rethink the movie experience to attract new spectators in this Parisian complex seats were vamped up and side panel screens were added to make for a more immersive film Adventure [Music] other venues have opted for a more varied and eclectic cinematic experience this Parisian Cinema offers movies both old and new from blockbusters to avant-garde classics prices are also kept down here you can expect to pay six euros for a full price ticket and just four for wtu's price and the formula seems convincing really the project of this Cinema that appeared here seven years ago asked me to try and attract people and all the best films of the year in one place I had to try to make it work and as it happens the real good surprise of 2022 is that we just had the third best year in our history the president of the French national Cinema Center said he was confident for the year 2023 and hopes for a return to pre-pandemic levels thank you 
